School,YrLevel,Domain,Test Name,Test level,Test Domain,Test Item RefID,Test Item Local Id,Test Item Name,Subdomain,Writing Genre,Birth Date,ACARA ID,PSI,Item Score,Item Lapsed Time,Item Response,Participation Code,Testlet LocalId,Response Correctness,ItemSubstitutedForList
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,0adffe54-aed1-4938-8a93-667537c8251f,x00101509,x00101509,Numbers,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00101497,Correct,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,d2f136d8-f1eb-4c66-9ad0-e13e81510bc8,x00101510,x00101510,Numbers,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00101497,Correct,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,ba954ca0-831c-4d85-a0e8-5026413c21e0,x00101511,x00101511,Numbers,,2009-08-08,21221,R100000235R,0,PT50S,,P,x00101497,NotAttempted,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,449c24bf-13db-498a-82c0-49de70d37a63,x00101512,x00101512,Numbers,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00101497,Correct,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,9c206612-2b6d-4380-9fea-69d7a382a56b,x00101513,x00101513,Numbers,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00101497,Correct,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,6f8e94d3-a77d-479b-9f6c-86a3124ec7d8,x00101462,x00101462,Numbers,,2009-08-08,21221,R100000235R,0,PT50S,,P,x00101461,Incorrect,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,4f2d74f8-4522-4a25-b874-4c09d884fd8f,x00101463,x00101463,Numbers,,2009-08-08,21221,R100000235R,0,PT50S,,P,x00101461,Incorrect,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,ff615a63-0d79-44e5-9a0e-10629c67fdeb,x00101464,x00101464,Numbers,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00101461,Correct,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,221cd70e-4dfb-4d19-ac76-20a1a3e85c54,x00101465,x00101465,Numbers,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00101461,Correct,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,1da4eca6-e2fc-4857-855b-6eee96a22b9a,x00101466,x00101466,Numbers,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00101461,Correct,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,5b752291-52e4-4742-83c6-0b2194617421,x00101467,x00101467,Numbers,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00101461,Correct,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,3c42f37e-ffba-4d7c-9d5e-c8b1256b5249,x00101468,x00101468,Numbers,,2009-08-08,21221,R100000235R,0,PT50S,,P,x00101461,Incorrect,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,07dcc445-6161-420b-87a2-3a8c6f139847,x00101469,x00101469,Numbers,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00101461,Correct,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,1771ac28-092e-459b-937d-b7b8cf3e6ffc,x00101470,x00101470,Numbers,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00101461,Correct,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,6f742a26-80db-4fc0-9b29-7238e7c0a814,x00101471,x00101471,Numbers,,2009-08-08,21221,R100000235R,0,PT50S,,P,x00101461,Incorrect,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,d33b5e36-38bb-4212-b482-2d352086488c,x00101472,x00101472,Numbers,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00101461,Correct,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,7ea2a45e-c18c-4b28-8c0e-e9d9326eb9bf,x00101473,x00101473,Numbers,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00101461,Correct,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,b1d4b818-0889-4259-b66e-40f286c58a84,x00101474,x00101474,Numbers,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00101461,Correct,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,bb4f9770-8bad-42f0-95ca-2b60f6d2c2b9,x00101475,x00101475,Numbers,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00101461,Correct,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,9c4a86fd-f5fb-499c-86a7-66f5d8286e2d,x00101476,x00101476,Numbers,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00101461,Correct,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,1bec7a5b-9e77-4a03-929d-92766aa4874b,x00101477,x00101477,Numbers,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00101461,Correct,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,39c5f56f-3b3f-4418-9aaa-2e8971fae80a,x00101534,x00101534,Numbers,,2009-08-08,21221,R100000235R,0,PT50S,,P,x00101533,NotAttempted,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,91911268-2312-4f33-9976-758f29a1648b,x00101535,x00101535,Numbers,,2009-08-08,21221,R100000235R,0,PT50S,,P,x00101533,Incorrect,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,dec70c92-c02a-42ba-83b8-65b191f47fea,x00101536,x00101536,Numbers,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00101533,Correct,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,6b2ca823-066b-4ff9-ab5e-ddafd13484d7,x00101537,x00101537,Numbers,,2009-08-08,21221,R100000235R,0,PT50S,,P,x00101533,Incorrect,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,a57659d3-d14d-49cf-94a2-698e7ff571f8,x00101538,x00101538,Numbers,,2009-08-08,21221,R100000235R,0,PT50S,,P,x00101533,Incorrect,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,ba44b238-3c6c-48c6-a9dd-15f1c7bcc112,x00101539,x00101539,Numbers,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00101533,Correct,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,c5f337a6-8f6e-4955-a30c-be200139cdab,x00101540,x00101540,Numbers,,2009-08-08,21221,R100000235R,0,PT50S,,P,x00101533,NotAttempted,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,5ca5b01b-b869-4569-855c-b0e642bd84f7,x00101541,x00101541,Numbers,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00101533,Correct,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,b447e2b9-1018-4e26-9ae1-bd97833c97f6,x00101542,x00101542,Numbers,,2009-08-08,21221,R100000235R,0,PT50S,,P,x00101533,Incorrect,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,19c7cc63-e688-4c92-a3ee-0c59562dae60,x00101543,x00101543,Numbers,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00101533,Correct,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,cdb45083-5a34-4326-b70a-be881b028ffe,x00101544,x00101544,Numbers,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00101533,Correct,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,58e5575b-8c2f-4417-8766-4f94db1d0f00,x00101545,x00101545,Numbers,,2009-08-08,21221,R100000235R,0,PT50S,,P,x00101533,NotAttempted,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,93a5e11d-1ae1-4210-b753-ffcd167d2bca,x00101546,x00101546,Numbers,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00101533,Correct,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,8e11cb58-aea0-4392-8de3-0a124789ae37,x00101547,x00101547,Numbers,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00101533,Correct,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,26990a22-b92b-44e2-8a91-44887cf1108e,x00101548,x00101548,Numbers,,2009-08-08,21221,R100000235R,1,PT50S,,P,x00101533,Correct,
21221,9,Numeracy,Numeracy Year 9,9,Numeracy,49ce0933-7732-4167-b979-e112c7661b31,x00101549,x00101549,Numbers,,2009-08-08,21221,R100000235R,0,PT50S,,P,x00101533,Incorrect,
21215,5,Spelling,Spelling Year 5,5,Spelling,0157d649-ba76-4fac-b388-60391d31b1d4,x00102443,x00102443,Spelling,,2009-05-17,21215,R100000098S,1,PT50S,,P,x00102442,Correct,"[""x00102444"",""x00102443""]"
21215,5,Spelling,Spelling Year 5,5,Spelling,98f71216-cf41-4df4-af46-8d0818797663,x00102444,x00102444,Spelling,,2009-05-17,21215,R100000098S,0,PT50S,,P,x00102442,Incorrect,
21215,5,Spelling,Spelling Year 5,5,Spelling,4a006420-5195-438e-b27e-6730ec5df304,x00102445,x00102445,Spelling,,2009-05-17,21215,R100000098S,1,PT50S,,P,x00102442,Correct,"[""x00102445""]"
21215,5,Spelling,Spelling Year 5,5,Spelling,5e1116cb-2971-443d-b4e3-ecdbecb28551,x00102446,x00102446,Spelling,,2009-05-17,21215,R100000098S,1,PT50S,,P,x00102442,Correct,"[""x00102446""]"
21215,5,Spelling,Spelling Year 5,5,Spelling,ffeaed82-d454-4dd7-b0f7-ea184161dd3a,x00102447,x00102447,Spelling,,2009-05-17,21215,R100000098S,1,PT50S,,P,x00102442,Correct,"[""x00102447""]"
21215,5,Spelling,Spelling Year 5,5,Spelling,55e0a534-ad35-4a1a-816b-ab17707cbf63,x00102448,x00102448,Spelling,,2009-05-17,21215,R100000098S,1,PT50S,,P,x00102442,Correct,"[""x00102448""]"
21215,5,Spelling,Spelling Year 5,5,Spelling,251e5d27-8a79-4c7a-a3f1-0916a4e6621b,x00102470,x00102470,Spelling,,2009-05-17,21215,R100000098S,1,PT50S,,P,x00102469,Correct,
21215,5,Spelling,Spelling Year 5,5,Spelling,9d445f0f-1d16-4441-8f4e-ba820c0159ea,x00102471,x00102471,Spelling,,2009-05-17,21215,R100000098S,0,PT50S,,P,x00102469,Incorrect,
21215,5,Spelling,Spelling Year 5,5,Spelling,d883756e-581a-492b-ae20-dcc86afca28b,x00102472,x00102472,Spelling,,2009-05-17,21215,R100000098S,0,PT50S,,P,x00102469,Incorrect,
21215,5,Spelling,Spelling Year 5,5,Spelling,50a3d06a-9955-4433-830a-647a13336540,x00102473,x00102473,Spelling,,2009-05-17,21215,R100000098S,0,PT50S,,P,x00102469,Incorrect,
21215,5,Spelling,Spelling Year 5,5,Spelling,394854f2-302d-4ebb-94ea-21ecfba0144a,x00102474,x00102474,Spelling,,2009-05-17,21215,R100000098S,1,PT50S,,P,x00102469,Correct,
21215,5,Spelling,Spelling Year 5,5,Spelling,4ac85081-3133-4fc3-9e50-a08324f38689,x00102475,x00102475,Spelling,,2009-05-17,21215,R100000098S,1,PT50S,,P,x00102469,Correct,
21215,5,Spelling,Spelling Year 5,5,Spelling,096451f9-f338-4b45-b339-e56c9bcbb1d5,x00102476,x00102476,Spelling,,2009-05-17,21215,R100000098S,1,PT50S,,P,x00102469,Correct,
21215,5,Spelling,Spelling Year 5,5,Spelling,9c5168d0-8722-4a5f-bf70-a2cb614cccca,x00102477,x00102477,Spelling,,2009-05-17,21215,R100000098S,1,PT50S,,P,x00102469,Correct,
21215,5,Spelling,Spelling Year 5,5,Spelling,cd85d5c8-8939-4363-b78b-437a12ff0219,x00102478,x00102478,Spelling,,2009-05-17,21215,R100000098S,1,PT50S,,P,x00102469,Correct,
21215,5,Spelling,Spelling Year 5,5,Spelling,15fce51a-e213-4c23-ab22-a79ea914be7a,x00102501,x00102501,Spelling,,2009-05-17,21215,R100000098S,1,PT50S,,P,x00102500,Correct,
21215,5,Spelling,Spelling Year 5,5,Spelling,90e96b6d-7436-4d60-902d-4da3d9421d10,x00102502,x00102502,Spelling,,2009-05-17,21215,R100000098S,0,PT50S,,P,x00102500,Incorrect,
21215,5,Spelling,Spelling Year 5,5,Spelling,db500098-fadf-4fbe-99c4-3164b78eaf5d,x00102503,x00102503,Spelling,,2009-05-17,21215,R100000098S,1,PT50S,,P,x00102500,Correct,
21215,5,Spelling,Spelling Year 5,5,Spelling,7acb4a18-60f5-4e70-a72c-0a6357e18ee8,x00102504,x00102504,Spelling,,2009-05-17,21215,R100000098S,1,PT50S,,P,x00102500,Correct,
21215,5,Spelling,Spelling Year 5,5,Spelling,81675e74-572d-41da-b0cf-602d0ac66e40,x00102505,x00102505,Spelling,,2009-05-17,21215,R100000098S,1,PT50S,,P,x00102500,Correct,
21215,5,Spelling,Spelling Year 5,5,Spelling,bf745544-eb32-4d74-8aa0-77708b663a09,x00102506,x00102506,Spelling,,2009-05-17,21215,R100000098S,1,PT50S,,P,x00102500,Correct,
21215,5,Spelling,Spelling Year 5,5,Spelling,ba74bb84-2081-4136-a96f-70dacc8bdc69,x00102507,x00102507,Spelling,,2009-05-17,21215,R100000098S,1,PT50S,,P,x00102500,Correct,
21215,5,Spelling,Spelling Year 5,5,Spelling,0d2f7687-defd-4551-b3c7-342194b6ad77,x00102508,x00102508,Spelling,,2009-05-17,21215,R100000098S,0,PT50S,,P,x00102500,Incorrect,
21215,5,Spelling,Spelling Year 5,5,Spelling,580d6e91-719a-4354-acb7-8bdb12b9bee1,x00102509,x00102509,Spelling,,2009-05-17,21215,R100000098S,1,PT50S,,P,x00102500,Correct,
21215,5,Spelling,Spelling Year 5,5,Spelling,02bc5846-82d3-48f1-93d8-cab6ec0deced,x00102510,x00102510,Spelling,,2009-05-17,21215,R100000098S,1,PT50S,,P,x00102500,Correct,
